SUBSCRIBER_ID,TENURE,MONTHLY_CHARGES,TOTAL_CHARGES,CONTRACT_TYPE,PAYMENT_METHOD,WAIVER_ACTIVE,SUPPORT_CALLS,CHURN
6013659,36,5725.93,206133.48,Prepaid,Credit Card,Yes,16,0
6078106,76,13275.61,1008946.36,Postpaid,Credit Card,Yes,25,0
6042917,53,4375.29,231890.37,Postpaid,Bank Transfer,NULL,49,1
6037548,5,11725.84,58629.2,Prepaid,Cash,No,9,0
6061235,119,6875.46,818179.74,Prepaid,Credit Card,Yes,37,1
6008972,43,14375.73,618156.39,Postpaid,Cheque,Yes,13,0
6095408,84,3525.18,296115.12,Prepaid,Credit Card,No,30,0
6026437,21,10425.69,218939.49,Postpaid,Cash,Yes,1,1
6080163,101,5225.91,527816.91,Postpaid,Bank Transfer,NULL,NULL,0
6057859,57,15175.37,864996.09,Prepaid,Credit Card,No,44,1
6014328,12,2775.82,33309.84,Prepaid,Cash,Yes,19,0
6073945,89,9275.54,825523.06,Postpaid,Credit Card,Yes,32,0
6048763,65,6425.78,417675.7,Prepaid,Cheque,No,7,1
6032051,26,12525.46,325661.96,Prepaid,Bank Transfer,Yes,46,0
6067510,108,3875.91,418598.28,Prepaid,Credit Card,Yes,15,0
6005142,34,13975.68,475173.12,Prepaid,Cash,No,23,1
6091786,70,7325.39,512777.3,Prepaid,Credit Card,NULL,38,0
6029853,18,14675.82,264164.76,Postpaid,Credit Card,Yes,5,1
6082407,96,2175.94,208890.24,Prepaid,Cash,Yes,27,0
6056132,50,10775.36,538768,Postpaid,Bank Transfer,No,12,0
6017598,7,4625.73,32380.11,Prepaid,Cheque,Yes,50,1
6074623,113,15375.28,1737406.64,Postpaid,Credit Card,NULL,NULL,0
6041395,41,5975.84,245009.44,Prepaid,Cash,No,18,1
6038274,78,11975.62,934098.36,Prepaid,Credit Card,Yes,35,0
6063941,55,3425.47,188400.85,Postpaid,Bank Transfer,No,10,0
6007526,15,13675.91,205138.65,Prepaid,Credit Card,Yes,42,1
6098361,103,8125.36,836912.08,Prepaid,Cheque,Yes,3,0
6021748,63,14875.74,937171.62,Prepaid,Cash,No,24,0
6089572,28,2525.69,70719.32,Prepaid,Credit Card,NULL,47,1
6052817,87,9825.43,854812.41,Prepaid,Credit Card,Yes,8,0
6019432,44,5525.87,243138.28,Postpaid,Bank Transfer,No,31,0
6073158,116,12925.58,1499367.28,Prepaid,Cash,Yes,14,1
6046805,32,3725.96,119230.72,Prepaid,Cheque,Yes,39,0
6035127,74,11475.39,849178.86,Prepaid,Credit Card,No,6,1
6068459,9,6725.81,60532.29,Postpaid,Cash,Yes,NULL,0
6004691,94,14525.26,1365374.44,Postpaid,Credit Card,NULL,20,0
6095238,60,3125.72,187543.2,Prepaid,Credit Card,No,45,1
6026470,23,10575.63,243239.49,Prepaid,Bank Transfer,Yes,11,0
6081345,111,4875.49,541179.39,Prepaid,Cash,Yes,28,0
6057984,39,1575.84,61457.76,Prepaid,Cheque,No,16,1
6012765,82,13825.37,1133680.34,Prepaid,Credit Card,Yes,34,0
6079042,52,7125.96,370549.92,Prepaid,Cash,No,2,1
6043817,4,12275.41,49101.64,Postpaid,Credit Card,NULL,48,0
6037658,106,2675.78,283632.68,Prepaid,Bank Transfer,Yes,13,0
6062104,46,15125.69,695781.74,Prepaid,Credit Card,Yes,26,1
6009837,69,5925.36,408849.84,Prepaid,Cash,No,41,0
6094516,17,11875.82,201888.94,Prepaid,Cheque,Yes,9,1
6023897,120,4325.91,519109.2,Prepaid,Credit Card,No,NULL,0
6087203,35,14225.57,497894.95,Prepaid,Credit Card,Yes,37,0
6051654,77,3275.48,252211.96,Prepaid,Bank Transfer,NULL,5,1
6018349,58,9750.73,565542.34,Prepaid,Cash,No,22,0
6072485,13,6275.29,81578.77,Postpaid,Credit Card,Yes,49,0
6049172,99,13475.86,1334110.14,Prepaid,Cheque,Yes,15,1
6036408,31,1925.61,59693.91,Prepaid,Credit Card,No,30,0
6065827,86,11625.94,999830.84,Prepaid,Cash,Yes,4,1
6003514,54,5075.38,274070.52,Prepaid,Bank Transfer,Yes,43,0
6097625,19,14925.72,283588.68,Prepaid,Credit Card,No,17,0
6028147,112,7625.46,854051.52,Postpaid,Cash,NULL,36,1
6080931,42,10475.81,439984.02,Prepaid,Credit Card,Yes,10,0
6059278,73,2825.93,206292.89,Postpaid,Cheque,No,NULL,1
6014683,67,13725.59,919614.53,Prepaid,Credit Card,Yes,25,0
6075392,10,5425.76,54257.6,Postpaid,Cash,No,40,0
6041756,95,12375.42,1175664.9,Prepaid,Bank Transfer,Yes,8,1
6038924,49,3675.89,180118.61,Prepaid,Credit Card,Yes,33,0
6067415,24,15325.64,367815.36,Postpaid,Credit Card,NULL,12,0
6005269,115,6825.37,784917.55,Postpaid,Cash,No,46,1
6093147,37,9475.91,350608.67,Prepaid,Cheque,Yes,1,0
6029570,80,4175.52,334041.6,Postpaid,Credit Card,Yes,29,1
6086423,56,12875.86,721048.16,Postpaid,Bank Transfer,No,18,0
6052038,6,5925.24,35551.44,Prepaid,Cash,Yes,50,0
6017854,104,14075.69,1463871.76,Prepaid,Credit Card,NULL,7,1
6074126,45,2275.38,102392.1,Prepaid,Credit Card,No,NULL,0
6048905,71,11125.73,789926.83,Postpaid,Cheque,Yes,21,1
6031769,20,7325.64,146512.8,Prepaid,Cash,Yes,38,0
6062584,91,14625.27,1330899.57,Prepaid,Bank Transfer,No,14,0
6009471,62,3525.91,218606.42,Postpaid,Credit Card,Yes,27,1
6096820,16,10375.48,166007.68,Prepaid,Cash,Yes,5,0
6023415,118,6575.82,775946.76,Prepaid,Credit Card,No,44,0
6085796,33,15175.39,500787.87,Prepaid,Credit Card,NULL,16,1
6057310,79,2675.74,211383.46,Postpaid,Bank Transfer,Yes,32,0
6012947,51,8975.63,457757.13,Postpaid,Cheque,No,9,1
6078659,8,4825.96,38607.68,Postpaid,Cash,Yes,47,0
6042381,107,13275.28,1420454.96,Prepaid,Credit Card,Yes,3,0
6037542,43,7125.47,306395.21,Prepaid,Credit Card,No,NULL,1
6064097,65,12075.84,784929.6,Postpaid,Cash,Yes,35,0
6001725,27,3925.69,105993.63,Prepaid,Bank Transfer,NULL,11,1
6095471,100,1550.83,155083,Prepaid,Cheque,No,24,0
6026839,59,14275.56,842258.04,Postpaid,Credit Card,Yes,42,0
6080142,14,5725.92,80162.88,Prepaid,Cash,Yes,6,1
6059681,93,10975.38,1020710.34,Prepaid,Credit Card,No,30,0
6014237,38,6475.71,246076.98,Prepaid,Credit Card,Yes,19,0
6073519,84,13725.49,1152941.16,Prepaid,Bank Transfer,No,49,1
6047256,22,3175.86,69868.92,Prepaid,Cash,NULL,13,0
6038907,114,11725.62,1336720.68,Postpaid,Cheque,Yes,28,1
6067312,47,4625.29,217388.63,Prepaid,Credit Card,Yes,0,0
6004865,76,15275.93,1160970.68,Prepaid,Cash,No,NULL,0
6092534,11,6825.38,75079.18,Prepaid,Credit Card,Yes,37,1
6021975,98,9750.56,955554.88,Prepaid,Bank Transfer,No,15,0
6088451,61,2475.81,151024.41,Postpaid,Credit Card,Yes,46,1
6053704,29,12625.37,366135.73,Prepaid,Cash,NULL,10,0
6019826,109,5375.94,585977.46,Prepaid,Cheque,No,23,0
6075148,36,14475.68,521124.48,Prepaid,Credit Card,Yes,41,1
6041697,70,3725.46,260782.2,Postpaid,Credit Card,Yes,4,0
6036524,53,10175.92,539323.76,Prepaid,Bank Transfer,No,34,0
6069283,5,6125.39,30626.95,Postpaid,Cash,Yes,17,1
6007358,117,13575.74,1588361.58,Postpaid,Credit Card,Yes,50,0
6094012,40,2875.67,115026.8,Postpaid,Cheque,No,8,1
6028569,88,14825.41,1304636.08,Postpaid,Credit Card,NULL,NULL,0
6082173,18,4925.83,88664.94,Prepaid,Cash,Yes,26,0
6057841,102,11375.59,1160310.18,Postpaid,Bank Transfer,No,39,1
6013490,57,7625.26,434639.82,Prepaid,Credit Card,Yes,12,0
6076925,25,12975.86,324396.5,Prepaid,Cash,Yes,45,1
6045813,83,2175.48,180564.84,Prepaid,Credit Card,No,7,0
6032749,64,9675.73,619246.72,Prepaid,Cheque,Yes,31,0
6061537,7,5725.61,40079.27,Postpaid,Bank Transfer,NULL,2,1
6009185,110,14175.34,1559287.4,Prepaid,Credit Card,No,48,0
6097640,34,3425.92,116481.28,Postpaid,Cash,Yes,18,0
6024318,72,11925.47,858633.84,Prepaid,Credit Card,Yes,22,1
6085702,49,6575.83,322215.67,Prepaid,Credit Card,No,36,0
6051267,12,15375.29,184503.48,Postpaid,Cash,Yes,5,1
6018734,96,2875.64,276061.44,Prepaid,Bank Transfer,No,NULL,0
6073498,55,10525.91,578925.05,Prepaid,Cheque,NULL,14,0
6049256,21,4725.36,99232.56,Prepaid,Credit Card,Yes,43,1
6037184,119,13875.82,1651222.58,Prepaid,Cash,Yes,9,0
6068041,31,7125.49,220890.19,Postpaid,Credit Card,No,29,1
6002946,85,14725.68,1251682.8,Prepaid,Bank Transfer,Yes,16,0
6095837,63,1975.73,124470.99,Postpaid,Credit Card,No,40,0
6021476,15,8825.94,132389.1,Prepaid,Cheque,Yes,3,1
6089310,105,5325.37,559163.85,Postpaid,Cash,NULL,25,0
6054678,44,12675.59,557725.96,Prepaid,Credit Card,No,47,0
6012589,78,3925.84,306215.52,Postpaid,Credit Card,Yes,11,1
6078352,26,11675.28,303557.28,Postpaid,Bank Transfer,Yes,33,0
6043701,92,6425.91,591183.72,Prepaid,Cash,No,6,1
6036495,50,15075.46,753773,Prepaid,Cheque,Yes,NULL,0
6062718,9,3125.72,28131.48,Prepaid,Credit Card,Yes,21,0
6008523,113,9375.83,1059468.79,Postpaid,Cash,No,38,1
6094167,39,5875.29,229136.31,Prepaid,Credit Card,NULL,13,0
6027831,68,13325.64,906143.52,Postpaid,Credit Card,Yes,49,1
6081049,17,2275.91,38690.47,Postpaid,Bank Transfer,No,4,0
6059526,101,10875.38,1098413.38,Prepaid,Cash,Yes,30,0
6016348,58,6975.56,404582.48,Postpaid,Cheque,Yes,17,1
6072489,23,14375.92,330646.16,Postpaid,Credit Card,No,44,0
6047153,87,4175.63,363279.81,Prepaid,Cash,Yes,10,0
6038902,46,12175.47,560071.62,Prepaid,Credit Card,NULL,27,1
6065478,116,7625.84,884597.44,Prepaid,Bank Transfer,No,35,0
6001374,30,15525.39,465761.7,Prepaid,Credit Card,Yes,8,1
6098751,74,2525.68,186900.32,Postpaid,Cash,Yes,NULL,0
6024658,52,9875.49,513525.48,Prepaid,Cheque,No,46,0
6087231,4,5125.76,20503.04,Postpaid,Credit Card,Yes,12,1
6053907,108,13175.83,1422989.64,Postpaid,Credit Card,No,24,0
6019486,41,3725.27,152736.07,Prepaid,Bank Transfer,NULL,42,1
6075124,82,14575.61,1195200.02,Prepaid,Cash,Yes,1,0
6042839,60,6825.94,409556.4,Prepaid,Credit Card,Yes,32,0
6037516,13,10475.38,136179.94,Prepaid,Cheque,No,19,1
6069045,97,2975.72,288644.84,Prepaid,Credit Card,Yes,50,0
6005287,35,11725.56,410394.6,Prepaid,Cash,No,7,0
6093401,69,5525.91,381287.79,Prepaid,Bank Transfer,Yes,28,1
6028967,54,13975.43,754673.22,Postpaid,Credit Card,NULL,15,0
6081508,19,4325.86,82191.34,Prepaid,Cash,No,NULL,1
6056734,111,14925.29,1656707.19,Postpaid,Credit Card,Yes,37,0
6014295,43,2175.64,93552.52,Postpaid,Cheque,Yes,5,0
6073812,75,9075.83,680687.25,Prepaid,Credit Card,No,41,1
6048679,28,6275.48,175713.44,Postpaid,Cash,Yes,14,0
6032058,103,13475.91,1388018.73,Prepaid,Bank Transfer,Yes,23,1
6067143,56,3525.67,197437.52,Prepaid,Credit Card,No,48,0
6009762,6,11575.29,69451.74,Prepaid,Credit Card,NULL,9,0
6094528,90,7425.86,668327.4,Prepaid,Cash,Yes,34,1
6023187,62,15175.42,940876.04,Postpaid,Cheque,No,16,0
6085974,20,2675.39,53507.8,Prepaid,Credit Card,Yes,26,0
6052813,118,9825.76,1159439.68,Postpaid,Bank Transfer,Yes,43,1
6018457,37,5925.61,219247.57,Prepaid,Cash,No,2,0
6076908,79,12625.84,997441.36,Postpaid,Credit Card,Yes,NULL,1
6041743,51,3925.47,200198.97,Postpaid,Credit Card,NULL,31,0
6039637,10,14125.93,141259.3,Prepaid,Cheque,No,18,0
6061285,106,6725.38,712890.28,Prepaid,Cash,Yes,45,1
6007439,45,10875.49,489397.05,Prepaid,Bank Transfer,Yes,11,0
6098172,84,2875.82,241568.88,Prepaid,Credit Card,No,20,1
6025418,16,15375.64,246010.24,Postpaid,Cash,Yes,39,0
6089357,94,5125.37,481784.78,Prepaid,Credit Card,No,6,0
6051042,59,9475.86,559075.74,Prepaid,Credit Card,NULL,47,1
6017869,24,7625.53,183012.72,Postpaid,Bank Transfer,Yes,13,0
6073528,115,13275.29,1526658.35,Postpaid,Cheque,Yes,29,0
6046207,32,2175.71,69622.72,Prepaid,Cash,No,4,1
6035718,67,11775.48,788957.16,Prepaid,Credit Card,Yes,NULL,0
6064890,53,4575.92,242523.76,Prepaid,Credit Card,No,36,1
6002516,8,14525.36,116202.88,Prepaid,Cash,Yes,10,0
6096345,100,6925.84,692584,Prepaid,Bank Transfer,NULL,22,0
6028479,48,12025.67,577232.16,Prepaid,Cheque,No,50,1
6080235,14,3325.49,46556.86,Prepaid,Credit Card,Yes,15,0
6059718,109,13675.93,1490676.37,Prepaid,Cash,Yes,33,1
6013647,36,5825.18,209706.48,Prepaid,Credit Card,No,8,0
6074193,81,14975.42,1213009.02,Postpaid,Cash,Yes,40,0
6048952,57,2475.86,141124.02,Prepaid,Credit Card,Yes,17,1
6037824,3,10275.39,30826.17,Postpaid,Bank Transfer,No,25,0
6067359,117,6475.72,757659.24,Postpaid,Credit Card,NULL,49,0
6005148,42,12975.51,544971.42,Prepaid,Cash,Yes,3,1
6092713,73,3725.84,271986.32,Postpaid,Cheque,No,NULL,0
6021938,61,14175.26,864690.86,Prepaid,Credit Card,Yes,16,1
6087614,18,5525.93,99466.74,Postpaid,Credit Card,No,42,0
6054389,95,11625.47,1104419.65,Prepaid,Cash,Yes,9,0
6019253,50,2875.69,143784.5,Prepaid,Bank Transfer,Yes,NULL,1
6078405,27,9375.81,253146.87,Prepaid,Credit Card,NULL,28,0
6041869,112,6825.34,764438.08,Postpaid,Cash,No,5,1
6036540,39,15425.57,601597.23,Prepaid,Credit Card,Yes,37,0
6062075,86,4275.92,367729.12,Prepaid,Cheque,Yes,13,0
6009831,55,10825.48,595401.4,Prepaid,Bank Transfer,No,49,1
6095247,11,7625.63,83881.93,Postpaid,Credit Card,Yes,2,0
6027685,104,13975.29,1453430.16,Prepaid,Cash,NULL,31,0
6081402,33,1925.84,63552.72,Prepaid,Credit Card,No,18,1
6058129,70,12725.36,890775.2,Prepaid,Credit Card,Yes,45,0
6014735,52,5125.91,266547.32,Postpaid,Cash,Yes,7,1
6072981,7,14675.42,102727.94,Prepaid,Bank Transfer,No,24,0
6049716,120,3125.78,375093.6,Prepaid,Cheque,Yes,0,0
6033174,44,8875.53,390523.32,Prepaid,Credit Card,Yes,36,1
6065821,76,6575.69,499752.44,Postpaid,Cash,No,11,0
6004265,21,13325.84,279842.64,Postpaid,Credit Card,NULL,NULL,1
6097583,98,2475.37,242586.26,Prepaid,Bank Transfer,Yes,22,0
6021357,63,11975.62,754464.06,Prepaid,Credit Card,No,48,0
6089046,15,4725.91,70888.65,Postpaid,Cash,Yes,14,1
6052617,89,15225.48,1355067.72,Prepaid,Cheque,Yes,33,0
6018379,58,5925.83,343698.14,Postpaid,Credit Card,No,6,0
6075431,25,10475.29,261882.25,Prepaid,Credit Card,Yes,41,1
6042895,107,3625.76,387956.32,Prepaid,Bank Transfer,NULL,19,0
6037608,40,13725.67,549026.8,Prepaid,Cash,No,27,0
6069142,83,7125.38,591406.54,Postpaid,Credit Card,Yes,4,0
6001759,19,14575.91,276942.29,Prepaid,Cheque,Yes,50,1
6094816,114,2175.46,248002.44,Postpaid,Credit Card,No,10,0
6026543,47,9725.84,457114.48,Prepaid,Cash,Yes,35,1
6083275,72,5425.73,390652.56,Prepaid,Bank Transfer,No,15,0
6057938,6,12675.39,76052.34,Prepaid,Credit Card,NULL,NULL,0
6012845,101,3825.62,386387.62,Prepaid,Cash,Yes,29,1
6079163,54,15075.28,814065.12,Postpaid,Credit Card,Yes,8,0
6045308,28,6825.91,191125.48,Prepaid,Cheque,No,44,1
6031986,91,11275.36,1026057.76,Prepaid,Credit Card,Yes,1,0
6067420,65,2975.49,193406.85,Postpaid,Cash,No,26,0
6008594,12,14325.72,171908.64,Prepaid,Bank Transfer,Yes,39,1
6093126,116,4375.86,507599.76,Postpaid,Credit Card,NULL,12,0
6029478,35,11875.54,415643.9,Postpaid,Credit Card,No,47,0
6080615,78,5725.39,446580.42,Prepaid,Cash,Yes,17,1
6054873,49,15375.83,753415.67,Prepaid,Cheque,Yes,21,0
6017542,4,3275.68,13102.72,Prepaid,Credit Card,No,3,1
6073690,108,9875.47,1066550.76,Prepaid,Bank Transfer,Yes,NULL,0
6048215,43,6325.92,272014.56,Prepaid,Cash,Yes,32,0
6036748,69,13475.26,929792.94,Prepaid,Credit Card,No,46,1
6062519,17,1825.73,31037.41,Postpaid,Credit Card,NULL,5,0
6009456,93,10675.41,992813.13,Prepaid,Cheque,Yes,18,1
6095781,60,6925.84,415550.4,Postpaid,Cash,No,40,0
6023164,22,14725.59,323962.98,Postpaid,Bank Transfer,Yes,9,0
6087394,119,2525.91,300583.29,Postpaid,Credit Card,Yes,25,1
6051028,31,9275.36,287536.16,Postpaid,Cash,No,14,0
6019835,85,4825.73,410187.05,Postpaid,Credit Card,Yes,38,0
6074208,56,13175.68,737838.08,Prepaid,Credit Card,NULL,7,1
6041675,9,7725.49,69529.41,Prepaid,Bank Transfer,No,50,0
6038529,103,11575.92,1192319.76,Prepaid,Cheque,Yes,NULL,1
6066813,38,3925.37,149164.06,Postpaid,Cash,Yes,23,0
6005384,74,14925.64,1104497.36,Postpaid,Credit Card,No,34,0
6092417,51,2175.83,110967.33,Postpaid,Credit Card,Yes,11,1
6028756,13,10275.56,133582.28,Postpaid,Cash,No,45,0
6081943,97,5575.29,540803.13,Postpaid,Bank Transfer,NULL,2,1
6057361,45,13875.91,624415.95,Postpaid,Cheque,Yes,30,0
6014928,80,3475.42,278033.6,Prepaid,Credit Card,Yes,16,0
6078590,26,12075.68,313967.68,Postpaid,Cash,No,43,1
6043251,111,6725.93,746578.23,Postpaid,Credit Card,Yes,8,0
6037805,59,15175.47,895352.73,Prepaid,Bank Transfer,No,28,0
6069134,18,2875.36,51756.48,Prepaid,Credit Card,Yes,19,1
6002741,88,9450.81,831671.28,Postpaid,Cash,NULL,NULL,0
6096548,62,12575.83,779701.46,Prepaid,Cheque,No,37,1
6021389,5,4875.29,24376.45,Prepaid,Credit Card,Yes,13,0
6085709,106,13925.74,1476128.44,Prepaid,Credit Card,Yes,24,0
6052478,34,2675.91,90980.94,Prepaid,Bank Transfer,No,49,1
6018364,71,10175.36,722450.56,Prepaid,Cash,Yes,6,0
6073912,53,6425.78,340566.34,Prepaid,Credit Card,Yes,31,1
6049180,20,15375.49,307509.8,Prepaid,Cheque,No,15,0
6036415,115,3725.62,428446.3,Prepaid,Credit Card,NULL,42,0
6065284,41,11625.94,476663.54,Prepaid,Cash,Yes,10,1
6007836,79,5525.37,436504.23,Prepaid,Bank Transfer,No,26,0
6094752,57,14875.61,847909.77,Postpaid,Credit Card,Yes,4,0
6028514,10,2175.84,21758.4,Prepaid,Cash,Yes,NULL,1
6080361,92,9275.48,853344.16,Prepaid,Credit Card,No,35,0
6059274,64,6825.93,436859.52,Prepaid,Cheque,NULL,18,1
6013682,23,13275.26,305330.98,Prepaid,Bank Transfer,Yes,47,0
6075149,118,3975.71,469133.78,Prepaid,Credit Card,No,12,0
6042876,36,10975.52,395118.72,Postpaid,Cash,Yes,29,1
6039751,75,4725.86,354439.5,Prepaid,Credit Card,Yes,0,0
6061408,48,14525.39,697218.72,Postpaid,Credit Card,No,44,1
6005293,14,7625.64,106758.96,Postpaid,Cash,Yes,21,0
6098265,102,11875.27,1211277.54,Postpaid,Bank Transfer,NULL,33,0
6024178,55,3125.91,171925.05,Postpaid,Cheque,No,7,1
6087413,29,15125.48,438638.92,Postpaid,Credit Card,Yes,50,0
6051849,87,5875.73,511188.51,Postpaid,Cash,Yes,14,0
6017523,76,10475.29,796122.04,Postpaid,Credit Card,No,NULL,1
6073658,12,2475.86,29710.32,Prepaid,Bank Transfer,Yes,27,0
6048901,109,13725.62,1496092.58,Postpaid,Credit Card,No,39,1
6032764,43,6925.41,297792.63,Prepaid,Cheque,NULL,5,0
6065937,58,12675.93,735203.94,Prepaid,Cash,Yes,16,0
6001482,97,3525.78,342000.66,Prepaid,Credit Card,Yes,48,1
6095317,24,9750.46,234011.04,Postpaid,Credit Card,No,11,0
6026845,81,5425.89,439497.09,Prepaid,Bank Transfer,Yes,34,1
6089150,35,14275.36,499637.6,Prepaid,Cash,No,3,0
6053708,116,2175.69,252380.04,Prepaid,Cheque,Yes,25,0
6019472,6,11275.84,67655.04,Prepaid,Credit Card,NULL,46,1
6072184,72,6325.27,455419.44,Postpaid,Cash,No,8,0
6046539,50,14975.58,748779,Postpaid,Credit Card,Yes,NULL,0
6037821,91,2875.93,261709.63,Prepaid,Credit Card,Yes,20,1
6064295,18,8675.42,156157.56,Postpaid,Bank Transfer,No,41,0
6009758,104,5175.76,538279.04,Postpaid,Cash,Yes,13,1
6093142,39,13125.39,511890.21,Postpaid,Cheque,Yes,30,0
6021576,67,7425.81,497529.27,Prepaid,Credit Card,No,17,0
6088437,113,15425.67,1743100.71,Postpaid,Cash,NULL,49,1
6052914,28,3925.48,109913.44,Postpaid,Credit Card,Yes,6,0
6018653,85,10725.92,911703.2,Prepaid,Bank Transfer,No,36,1
6075402,55,5825.36,320394.8,Postpaid,Credit Card,Yes,22,0
6041789,14,13675.74,191460.36,Prepaid,Cash,Yes,45,0
6036517,120,2575.89,309106.8,Postpaid,Cheque,No,9,1
6069028,31,11825.46,366589.26,Postpaid,Credit Card,Yes,NULL,0
6057812,78,6825.37,532378.86,Prepaid,Credit Card,NULL,28,0
6083465,46,14575.83,670488.18,Postpaid,Bank Transfer,No,4,1
6019248,102,3125.64,318815.28,Prepaid,Cash,Yes,43,0
6071539,21,9975.29,209481.09,Prepaid,Credit Card,Yes,15,1
6046821,94,4575.91,430135.54,Prepaid,Cheque,No,32,0
6094375,63,12875.38,811148.94,Prepaid,Credit Card,Yes,18,0
6002184,9,7325.56,65930.04,Postpaid,Cash,No,47,1
6027953,111,15375.72,1706704.92,Postpaid,Bank Transfer,NULL,1,0
6065417,37,1975.84,73106.08,Postpaid,Credit Card,Yes,26,1
6038702,69,10875.49,750408.81,Prepaid,Cash,Yes,38,0
6051946,52,6425.93,334148.36,Postpaid,Credit Card,No,12,0
6080237,16,13975.27,223604.32,Prepaid,Cheque,Yes,50,1
6017584,88,3825.61,336653.68,Postpaid,Credit Card,No,NULL,0
6074921,45,11575.82,520911.9,Prepaid,Cash,Yes,23,0
6043159,115,5625.39,646919.85,Prepaid,Bank Transfer,NULL,40,1
6098603,26,14725.68,382867.68,Postpaid,Credit Card,No,7,0
6007418,73,2875.46,209908.58,Prepaid,Credit Card,Yes,35,1
6024367,57,9175.93,523028.01,Prepaid,Cash,Yes,14,0
6069185,5,6725.31,33626.55,Postpaid,Cheque,No,29,0
6031542,98,13475.84,1320632.32,Prepaid,Credit Card,Yes,5,1
6056729,40,2175.57,87022.8,Postpaid,Bank Transfer,Yes,44,0
6085914,82,12125.49,994290.18,Prepaid,Cash,No,16,1
6012075,19,4925.86,93591.34,Postpaid,Credit Card,NULL,31,0
6078346,107,15175.38,1623765.66,Prepaid,Credit Card,Yes,10,0
6049701,61,7325.91,446880.51,Postpaid,Cheque,No,NULL,1
6092864,34,10375.26,352758.84,Postpaid,Cash,Yes,48,0
6005231,93,3525.72,327891.96,Prepaid,Bank Transfer,Yes,19,0
6063078,48,14525.63,697230.24,Prepaid,Credit Card,No,27,1
6037195,10,6125.49,61254.9,Prepaid,Cash,Yes,3,0
6054802,118,12775.84,1507549.12,Prepaid,Credit Card,NULL,42,1
6081756,29,2675.39,77586.31,Prepaid,Credit Card,No,8,0
6019634,75,9825.71,736928.25,Prepaid,Bank Transfer,Yes,24,0
6072418,54,5375.28,290265.12,Prepaid,Cheque,Yes,37,1
6046527,87,13875.92,1207205.04,Prepaid,Cash,No,11,0
6095310,13,3125.86,40636.18,Postpaid,Credit Card,Yes,46,1
6001879,101,11675.43,1179218.43,Prepaid,Credit Card,No,2,0
6027641,42,6825.79,286683.18,Prepaid,Cash,NULL,NULL,0
6068932,66,14925.61,985090.26,Prepaid,Bank Transfer,Yes,34,1
6032458,23,2475.37,56933.51,Postpaid,Cheque,Yes,15,0
6084382,112,8950.84,1002494.08,Prepaid,Credit Card,No,50,0
6015827,36,5725.49,206117.64,Postpaid,Cash,Yes,6,1
6079061,80,13225.93,1058074.4,Postpaid,Credit Card,No,21,0
6041735,59,4275.68,252265.12,Prepaid,Credit Card,Yes,39,1
6096482,17,10475.36,178081.12,Postpaid,Bank Transfer,NULL,13,0
6009347,96,7625.91,732087.36,Prepaid,Cash,No,45,0
6025186,51,15325.47,781598.97,Postpaid,Cheque,Yes,17,1
6062749,7,2175.82,15230.74,Prepaid,Credit Card,Yes,28,0
6038514,114,11875.39,1353794.46,Postpaid,Cash,No,4,1
6051063,33,4975.64,164196.12,Prepaid,Credit Card,Yes,NULL,0
6087921,70,14175.28,992269.6,Postpaid,Bank Transfer,Yes,32,0
6013478,25,3525.93,88148.25,Postpaid,Credit Card,No,10,1
6076254,99,12975.46,1284570.54,Postpaid,Cash,NULL,47,0
6042801,44,5825.71,256331.24,Prepaid,Cheque,Yes,18,0
6094176,83,14675.84,1218094.72,Postpaid,Credit Card,No,25,1
6006593,15,2675.29,40129.35,Prepaid,Credit Card,Yes,41,0
6029745,108,9675.62,1044966.96,Postpaid,Bank Transfer,No,7,1
6061382,62,6425.38,398373.56,Postpaid,Cash,Yes,36,0
6035029,30,13425.91,402777.3,Postpaid,Credit Card,Yes,12,0
6058941,92,3925.57,361152.44,Postpaid,Cheque,NULL,49,1
6082617,56,11275.83,631446.48,Prepaid,Credit Card,No,1,0
6017352,11,5125.49,56380.39,Postpaid,Cash,Yes,NULL,1
6074185,117,15275.36,1787217.12,Prepaid,Bank Transfer,Yes,30,0
6049063,38,2875.68,109275.84,Prepaid,Credit Card,No,14,0
6091548,74,9175.42,678981.08,Prepaid,Cash,Yes,43,1
6003827,53,6875.93,364424.29,Postpaid,Credit Card,NULL,5,0
6026415,20,12575.28,251505.6,Prepaid,Cheque,No,22,0
6067591,103,3725.64,383740.92,Prepaid,Bank Transfer,Yes,38,1
6032148,47,14075.81,661563.07,Postpaid,Credit Card,Yes,16,0
6053287,86,5575.37,479481.82,Prepaid,Cash,No,26,1
6089704,27,14975.92,404349.84,Postpaid,Credit Card,Yes,9,0
6018465,119,2175.48,258882.12,Postpaid,Credit Card,Yes,44,0
6071532,64,10275.39,657624.96,Postpaid,Cash,No,3,1
6045978,8,6325.76,50606.08,Postpaid,Bank Transfer,NULL,NULL,0
6097031,105,13775.84,1446463.2,Prepaid,Cheque,Yes,35,1
6008254,32,4925.61,157619.52,Prepaid,Credit Card,No,11,0
6024793,71,11625.29,825395.59,Prepaid,Cash,Yes,48,0
6065108,49,7525.93,368770.57,Postpaid,Credit Card,Yes,20,1
6039672,22,15475.38,340458.36,Prepaid,Bank Transfer,No,27,0
6050418,90,3125.72,281314.8,Postpaid,Credit Card,Yes,40,0
